feedback,sentiment_label,ratings,sentiment_desc,clean_text,text_length
I had been struggling to find some vaccine that was needed for a foreign college admission the entire staff were helpful.,1,5,Positive,struggling find vaccine needed foreign college admission entire staff helpful,10
Overall we got good treatment from the hospital faculty and the doctors.,1,4,Positive,overall got good treatment hospital faculty doctor,7
Dr Shridhar Singh(Ortho) he is such a scammer and remaining staff is good I must say he should be removed from hospital.,1,3,Positive,dr shridhar singhortho scammer remaining staff good must say removed hospital,11
Radiology department is good and radiology staffs are very helpfull specilly in radiology nurse swapna.,1,4,Positive,radiology department good radiology staff helpfull specilly radiology nurse swapna,10
manipal as a whole its good But this branch is literally useless no doctors.,1,3,Positive,manipal whole good branch literally useless doctor,7
Great experience Mr Vishaal from International department was very helpful with the Dr appointments and all the tests Hassle free experience.,1,5,Positive,great experience mr vishaal international department helpful dr appointment test hassle free experience,13
very professional and friendly towards patients Staffs were also very kind and cooperative.,1,5,Positive,professional friendly towards patient staff also kind cooperative,8
Staff is so polite and friendly Doctors are kind and diagnosed throughly Had a great experience,1,4,Positive,staff polite friendly doctor kind diagnosed throughly great experience,9
He spends quality time with me and explains my kidney issues and lays out a plan to handle these issues We are very happy with the hosp.,1,5,Positive,spends quality time explains kidney issue lay plan handle issue happy hosp,12
Overall we have received very good service from Manipal Hospital Hebbal team.,1,5,Positive,overall received good service manipal hospital hebbal team,8
This is one worst hospital and money making.,0,1,Negative,one worst hospital money making,5
Manipal taking over Columbia Asia has made everything nonsense To take appointments I had to call 10 times,0,1,Negative,manipal taking columbia asia made everything nonsense take appointment call time,11
I had a worst experience today doctor suggested sdp process to transfer platlets O+ blood is not available in labs in manipal hospital.,0,2,Negative,worst experience today doctor suggested sdp process transfer platlets blood available lab manipal hospital,14
Excellent health care hospital and intelligent and humble doctors,1,5,Positive,excellent health care hospital intelligent humble doctor,7
they are just playing with the patients to earn money they donâ€™t give medicine which is prescribed by doctors and give local medicine,0,2,Negative,playing patient earn money donâ€™t give medicine prescribed doctor give local medicine,12
one of the worst hospital no maintenance no communication and no humanity too Dr sunil cardio he is worst doc possible,0,2,Negative,one worst hospital maintenance communication humanity dr sunil cardio worst doc possible,12
